survived,pclass,sex,age,sibsp,parch,prediction
0,2,female,27,1,0,0.7577566543907902
0,2,male,40,0,0,0.17144117031214665
1,2,female,31,0,0,0.7896053433055664
0,2,male,30,1,0,0.17955512161375198
0,2,male,23,1,0,0.2241835758009577
1,2,female,31,0,0,0.7791207730997511
1,2,female,12,0,0,0.8804353794689003
1,2,female,40,0,0,0.7133916461963777
1,2,female,32.5,0,0,0.7689592695486033
0,2,male,27,1,0,0.18721282798923156
1,2,female,29,1,0,0.7290653831898801
1,2,male,2,1,1,0.39493217596356817
1,2,female,4,1,1,0.8840631227517038
1,2,female,29,0,2,0.8152288505819517
1,2,female,0.92,1,2,0.9079257372862372
1,2,female,5,1,2,0.8935532173774103
0,2,male,36,1,2,0.15921077381610863
1,2,female,33,1,2,0.735481617812485
0,2,male,66,0,0,0.06705305540314127
1,2,male,31,0,0,0.22240915599161198
1,2,female,26,0,0,0.8196487891337799
0,2,female,24,0,0,0.8310229535661641
0,3,male,42,0,0,0.06301252309016642
0,3,male,13,0,2,0.19966432640504692
0,3,male,16,1,1,0.12587696760127928
1,3,female,35,1,1,0.46628438423393526
1,3,female,16,0,0,0.7064219072161998
1,3,male,25,0,0,0.11619687800278897
1,3,male,20,0,0,0.1380269103415715
1,3,female,18,0,0,0.6898032839299987
0,3,male,30,0,0,0.09742918781766814
0,3,male,26,0,0,0.11220802469303864
0,3,female,40,1,0,0.4123112612573424
1,3,male,0.83,0,1,0.2662864931521267
1,3,female,18,0,1,0.7100105837165536
1,3,male,26,0,0,0.1144882343677955
0,3,male,26,0,0,0.1144882343677955
0,3,male,20,0,0,0.1400303752518323
0,3,male,24,0,0,0.12251693867623274
0,3,male,25,0,0,0.11844371109482894
0,3,male,35,0,0,0.08380952256000965
0,3,male,18,0,0,0.1495477690933684
0,3,male,32,0,0,0.09304131367483026
1,3,female,19,1,0,0.6220767893565896
0,3,male,4,4,2,0.1023322717818279
0,3,female,6,4,2,0.5749952335406483
0,3,female,2,4,2,0.6132686221405951
1,3,female,17,4,2,0.46643310777947977
0,3,female,38,4,2,0.27523356430766155
0,3,female,9,4,2,0.5456606457253728
0,3,female,11,4,2,0.525913557691623
0,3,male,39,1,5,0.08129365995202904
1,3,male,27,0,0,0.11223238674025411
0,3,male,26,0,0,0.11620793037738053
0,3,female,39,1,5,0.5340934581599327
0,3,male,20,0,0,0.14269862176568307
0,3,male,26,0,0,0.11620793037738053
0,3,male,25,1,0,0.08784436770531354
0,3,female,18,1,0,0.6228147321572816
0,3,male,24,0,0,0.12452660530116492
0,3,male,35,0,0,0.08451539515262461
0,3,male,5,4,2,0.08149069463665073
0,3,male,9,4,2,0.056298847172708506
1,3,male,3,4,2,0.07042465112082291
0,3,male,13,4,2,0.048409619219852894
1,3,female,5,4,2,0.4788099074914502
0,3,male,40,1,5,0.06145453972686722
1,3,male,23,0,0,0.1263204922230099
1,3,female,38,1,5,0.48216766726619315
1,3,female,45,0,0,0.4415136462976816
0,3,male,21,0,0,0.13537572107212706
0,3,male,23,0,0,0.1263204922230099
0,3,female,17,0,0,0.7064034734047429
0,3,male,30,0,0,0.10193987186678427
0,3,male,23,0,0,0.13009797056252678
1,3,female,13,0,0,0.737991981771346
0,3,male,20,0,0,0.14406751027952178
0,3,male,32,1,0,0.06650832745990214
1,3,female,33,3,0,0.2863419324938127
1,3,female,0.75,2,1,0.6958193189408564
1,3,female,0.75,2,1,0.6958193189408564
1,3,female,5,2,1,0.6592697770515799
1,3,female,24,0,3,0.7010504450878673
1,3,female,18,0,0,0.7047331899710771
0,3,male,40,0,0,0.0710701265787522
0,3,male,26,0,0,0.116757414622419
1,3,male,20,0,0,0.14317930901232975
0,3,female,18,0,1,0.7195408295259605
0,3,female,45,0,1,0.47190899487951893
0,3,female,27,0,0,0.6267698202763388
0,3,male,22,0,0,0.13385972658794187
0,3,male,19,0,0,0.1480384762011928
0,3,male,26,0,0,0.11658864676833425
0,3,male,22,0,0,0.1343120029491612
0,3,male,20,0,0,0.14399851686908288
1,3,male,32,0,0,0.093824328878923835
0,3,male,21,0,0,0.1390845714525814
0,3,male,18,0,0,0.15425913439236033
0,3,male,26,0,0,0.11658864676833425
0,3,male,6,1,1,0.18337818737000622
0,3,female,9,1,1,0.7214759410699629
0,3,male,40,1,1,0.05500774404159292
0,3,female,32,1,1,0.50875966748819
0,3,male,21,0,0,0.1398804753183629
1,3,female,22,0,0,0.6700132200048168
0,3,female,20,0,0,0.6871781604322645
0,3,male,29,1,0,0.07703610380295625
0,3,male,22,1,0,0.09905100485155126
0,3,male,22,0,0,0.13656525647732187
0,3,male,35,0,0,0.08593354398660567
0,3,female,18.5,0,0,0.712130013323818
1,3,male,21,0,0,0.1413527863132764
0,3,male,19,0,0,0.15134810930676265
0,3,female,18,0,0,0.7162142409419134
0,3,female,21,0,0,0.6911946941193385
0,3,female,30,0,0,0.6095837551517771
0,3,male,18,0,0,0.15655990933652164
0,3,male,38,0,0,0.076960605450865
0,3,male,17,0,0,0.1614174945588663
0,3,male,17,0,0,0.1614174945588663
0,3,female,21,0,0,0.6786979175770589
0,3,male,21,0,0,0.1410870543695308
0,3,male,21,0,0,0.1410870543695308
0,3,male,28,0,0,0.11068227786403856
0,3,male,24,0,0,0.127280688039614
1,3,female,16,0,0,0.7203118343294833
0,3,female,37,0,0,0.5245431041750594
0,3,male,28,0,0,0.10673601194835275
0,3,male,24,0,0,0.12269715076840794
0,3,male,21,0,0,0.13597974041968425
1,3,male,32,0,0,0.09263195596035483
0,3,male,29,0,0,0.10304211201830991
0,3,male,26,1,0,0.0834761715860791
0,3,male,18,1,0,0.11093301790307619
0,3,male,20,0,0,0.1406692251018505
1,3,male,18,0,0,0.15045364288911903
0,3,male,24,0,0,0.1267626485722175
0,3,male,36,0,0,0.08325574817963854
0,3,male,24,0,0,0.1267626485722175
0,3,male,31,0,0,0.09943786380971772
0,3,male,31,0,0,0.09943786380971772
1,3,female,22,0,0,0.6681831949425873
0,3,female,30,0,0,0.5956323422539738
0,3,male,70.5,0,0,0.023037048802977772
0,3,male,43,0,0,0.06461530431277661
0,3,male,35,0,0,0.08628788602581987
0,3,male,27,0,0,0.11024627151273048
0,3,male,19,0,0,0.1442380833653203
0,3,male,30,0,0,0.09942624658361471
1,3,male,9,1,1,0.1560126306625372
1,3,male,3,1,1,0.18886152230461825
1,3,female,36,0,2,0.5619317919118246
0,3,male,59,0,0,0.03492400443438315
0,3,male,19,0,0,0.1442380833653203
1,3,female,17,0,1,0.7152717321372356
0,3,male,44,0,1,0.06395857484701559
0,3,male,17,0,0,0.15668486645175234
0,3,male,22.5,0,0,0.12913113415949554
1,3,male,45,0,0,0.055650584436110054
0,3,female,22,0,0,0.6671497616083517
0,3,male,19,0,0,0.14614956382615202
1,3,female,30,0,0,0.5907910075258317
1,3,male,29,0,0,0.10199677095456967
0,3,male,0.33,0,2,0.30246998227342287
0,3,male,34,1,1,0.06568611745241677
0,3,female,28,1,1,0.5435441276724582
0,3,male,27,0,0,0.11073176255027321
0,3,male,25,0,0,0.11894776748608198
0,3,male,24,2,0,0.06363567540036107
0,3,male,22,0,0,0.13225697397441102
0,3,male,21,2,0,0.07125648633656499
0,3,male,17,2,0,0.08272880998068737
1,3,male,36.5,1,0,0.055684108966106816
1,3,female,36,1,0,0.43686481611066175
1,3,male,30,0,0,0.09872456860800564
0,3,male,16,0,0,0.1593001825067707
1,3,male,1,1,2,0.21210928042080973
1,3,female,0.17,1,2,0.7840936190229666
0,3,male,26,1,2,0.09188045223770774
1,3,female,33,1,2,0.5011366697848582
0,3,male,25,0,0,0.1175590535891626
0,3,male,22,0,0,0.1302992469564192
0,3,male,36,0,0,0.08087257953912498
1,3,female,19,0,0,0.6889999275367688
0,3,male,17,0,0,0.15634055779869602
0,3,male,42,0,0,0.06502415659772666
0,3,male,43,0,0,0.06268108598704306
0,3,male,32,0,0,0.09332111101361712
1,3,male,19,0,0,0.14627556538236774
1,3,female,30,0,0,0.5900630871085019
0,3,female,24,0,0,0.6455277404295308
1,3,female,23,0,0,0.6506389454430559
0,3,male,33,0,0,0.08955144190029085
0,3,male,65,0,0,0.027159749029188905
1,3,male,24,0,0,0.12293457729376865
0,3,male,23,1,0,0.09308057265642429
1,3,female,22,1,0,0.5769316592849609
0,3,male,18,0,0,0.1507412229704517
0,3,male,16,0,0,0.16109687375623202
0,3,male,45,0,0,0.057791545834660354
0,3,male,39,0,2,0.08551726249148395
0,3,male,17,1,1,0.12595527873763523
0,3,male,15,1,1,0.13483304098324617
0,3,male,47,0,0,0.05530488055157945
1,3,female,5,0,0,0.79392787318981906
0,3,male,40.5,0,0,0.07021032498244749
0,3,male,40.5,0,0,0.07021032498244749
0,3,male,18,0,0,0.15415601901979945
0,3,male,26,0,0,0.11675164339802387
0,3,female,21,2,2,0.5561739570881818
0,3,female,9,2,2,0.6687064008630336
0,3,male,18,2,2,0.09811973546120363
0,3,male,16,1,3,0.15166490851811112
0,3,female,48,1,3,0.3962990701783486
0,3,male,25,0,0,0.12101835733984945
0,3,male,22,0,0,0.1340003390909994
1,3,female,16,0,0,0.713789023871204
1,3,male,9,0,2,0.21966189571603953
0,3,male,33,1,1,0.07146369399683208
0,3,male,41,0,0,0.06717055794063483
1,3,female,31,1,1,0.5174059052062548
0,3,male,38,0,0,0.07486638219321741
0,3,male,9,5,2,0.05806063801988602
0,3,male,1,5,2,0.07762168588835733
0,3,male,11,5,2,0.05394738130630927
0,3,female,10,5,2,0.43311937084076935
0,3,female,16,5,2,0.3769196066257357
0,3,male,14,5,2,0.042047037239674095
0,3,male,40,1,6,0.09256814386829423
0,3,female,43,1,6,0.5359318490587287
0,3,male,51,0,0,0.048089032524881385
0,3,male,32,0,0,0.09543957453758342
0,3,male,20,0,0,0.14383181656849256
0,3,male,37,2,0,0.04081094634040276
0,3,male,28,2,0,0.05687796758357197
0,3,male,19,0,0,0.14867123119185857
0,3,female,24,0,0,0.6551998346859995
0,3,female,17,0,0,0.7152091995315664
0,3,male,28,1,0,0.07951388370259166
1,3,female,24,1,0,0.5694045264847198
0,3,male,20,0,0,0.14582396551870935
0,3,male,23.5,0,0,0.12930029305847232
0,3,male,41,2,0,0.034576974623950936
0,3,male,26,1,0,0.08554385926066799
0,3,male,21,0,0,0.13752200419142802
1,3,female,45,1,0,0.3530722495695515
0,3,male,25,0,0,0.11935817728073872
0,3,male,11,0,0,0.19313223957861708
1,3,male,27,0,0,0.1110786424165996
0,3,female,18,0,0,0.7013739332940104
1,3,female,26,0,0,0.6308399802968367
0,3,female,23,0,0,0.6577716079872021
1,3,female,22,0,0,0.666537336155498
0,3,male,28,0,0,0.10934017318706585
0,3,female,28,0,0,0.6124091693734404
1,3,female,2,0,1,0.8243122911588109
1,3,female,22,1,1,0.6003843759502164
0,3,male,43,0,0,0.06384721212863201
0,3,male,28,0,0,0.10934017318706585
1,3,female,27,0,0,0.6238411803884834
0,3,male,42,0,0,0.0661129036074369
0,3,male,30,0,0,0.10187999639360838
0,3,female,27,1,0,0.5401554102660502
0,3,female,25,1,0,0.5596024795488591
1,3,male,29,0,0,0.09944011488880256
1,3,male,21,0,0,0.13164468636288293
0,3,male,20,0,0,0.13624038678725836
0,3,male,48,0,0,0.04944163164214018
0,3,male,17,1,0,0.11173581982999534
0,3,male,34,0,0,0.08305342068571543
1,3,male,26,0,0,0.11060279412639548
0,3,male,22,0,0,0.13297366385138154
0,3,male,33,0,0,0.09118762911428062
0,3,male,31,0,0,0.09778569757329904
0,3,male,29,0,0,0.10480612615007981
1,3,male,4,1,1,0.18717694329423873
1,3,female,1,1,1,0.7685063023219462
0,3,male,49,0,0,0.051349524866594116
0,3,male,33,0,0,0.09118762911428062
0,3,male,19,0,0,0.14689059223711506
1,3,female,27,0,2,0.6485748863750458
0,3,male,23,0,0,0.1259382253544053
1,3,male,32,0,0,0.09112164960368142
0,3,male,27,0,0,0.1092387951479732
0,3,female,20,1,0,0.6074455168761155
0,3,female,21,1,0,0.5977964494351217
1,3,male,32,0,0,0.09112164960368142
0,3,male,17,0,0,0.15505848953133175
0,3,male,21,0,0,0.13528853989739653
0,3,male,30,0,0,0.09850844548402818
1,3,male,21,0,0,0.13528853989739653
0,3,male,33,0,0,0.08838228560923869
0,3,male,22,0,0,0.1306906109903913
1,3,female,4,0,1,0.8115033713924661
1,3,male,39,0,1,0.07538872872707751
0,3,male,18.5,0,0,0.1473817940905213
0,3,male,34.5,0,0,0.08627879858695091
0,3,male,44,0,0,0.06098584738089627
0,3,female,22,2,0,0.4930605118506216
0,3,male,26,2,0,0.05823293147361187
1,3,female,4,0,2,0.8329401876327716
1,3,male,29,3,1,0.039028517857890514
1,3,female,26,1,1,0.5653418872029043
0,3,female,1,1,1,0.7816785609314697
0,3,male,18,1,1,0.11850895862958206
0,3,female,36,0,2,0.5770015604648896
1,3,male,25,0,0,0.11611808143860028
0,3,female,37,0,0,0.5199920326695477
1,3,female,22,0,0,0.6614300330999807
1,3,male,26,0,0,0.11214391076453388
0,3,male,29,0,0,0.10368384348316237
0,3,male,29,0,0,0.10368384348316237
0,3,male,22,0,0,0.13221509767065337
1,3,male,22,0,0,0.13221509767065337
0,3,male,32,0,0,0.09321559538904793
0,3,male,34.5,0,0,0.08864565210377022
0,3,male,36,0,0,0.0840492664069483
0,3,male,39,0,0,0.07550081363627784
0,3,male,24,0,0,0.12759837244171218
0,3,female,25,0,0,0.6492673541852118
0,3,female,45,0,0,0.45979326802831433
0,3,male,36,1,0,0.06047898261135195
0,3,female,30,1,0,0.5167578932788313
1,3,male,20,1,0,0.10216382322055645
0,3,male,28,0,0,0.10576738845704933
0,3,male,30,1,0,0.07123467261919623
0,3,female,26,1,0,0.5434868440308788
0,3,male,20.5,0,0,0.13718453243554132
1,3,male,27,0,0,0.10955671463972606
0,3,male,51,0,0,0.04556426750196292
1,3,female,23,0,0,0.6497431011652129
1,3,male,32,0,0,0.09010988460383851
1,3,male,24,0,0,0.11982467193854673
0,3,male,22,0,0,0.12847156430328185
0,3,male,29,0,0,0.10596502718877301
0,3,female,30.5,0,0,0.5918506967635814
0,3,male,35,0,0,0.08561598504835054
0,3,male,33,0,0,0.09197144498511134
1,3,female,15,0,0,0.7243787049154375
0,3,female,35,0,0,0.5456995746606075
0,3,male,24,1,0,0.09062755311090474
0,3,female,19,1,0,0.6140870758261254
0,3,male,55.5,0,0,0.039110211105407355
1,3,male,21,0,0,0.13691942480180866
0,3,male,24,0,0,0.12353116506735695
0,3,male,21,0,0,0.1365004399786428
0,3,male,28,0,0,0.10745467468629734
0,3,male,25,0,0,0.11917248733310128
1,3,male,6,0,1,0.23235236107613746
1,3,female,27,0,1,0.6329635532656138
0,3,male,34,0,0,0.08768607622448389
1,3,female,24,0,0,0.6425457093138692
0,3,male,18,0,0,0.15014286920228492
0,3,male,22,0,0,0.1312264949564246
1,3,female,15,0,0,0.7188881278218078
1,3,female,1,0,2,0.8359546552547095
1,3,male,20,1,1,0.10983175067096877
1,3,female,19,1,1,0.6254589615254679
0,3,male,33,0,0,0.09020842197214253
1,3,male,12,1,0,0.13479490455091056
1,3,female,14,1,0,0.6522143166289883
0,3,female,29,0,0,0.6010752808382667
0,3,male,28,0,0,0.10746584467875109
1,3,female,18,0,0,0.6924579302204387
1,3,female,26,0,0,0.6208350652512371
0,3,male,21,0,0,0.13547310955573882
0,3,male,41,0,0,0.06600362826674692
1,3,male,39,0,0,0.07108588580075609
0,3,male,21,0,0,0.13547310955573882
0,3,male,28.5,0,0,0.10414057484857556
1,3,female,22,0,0,0.6575431840503033
0,3,male,61,0,0,0.03088488682469513
0,3,male,23,0,0,0.12884180347217228
1,3,female,22,0,0,0.6631616718345076
1,3,male,9,0,1,0.2111497830615055
0,3,male,28,0,0,0.10634503069110288
0,3,male,42,0,1,0.06853333035154363
0,3,female,31,0,0,0.5836555890838809
0,3,male,28,0,0,0.10634503069110288
1,3,male,32,0,0,0.09235880483507966
0,3,male,20,0,0,0.13996789519184272
0,3,female,23,0,0,0.6662035924653706
0,3,female,20,0,0,0.6927611667556977
0,3,male,20,0,0,0.14608676737785936
0,3,male,16,0,0,0.16756724110208948
1,3,female,31,0,0,0.5904296613516508
0,3,male,2,3,1,0.12373604688656473
0,3,male,6,3,1,0.1071510567323349
0,3,female,3,3,1,0.6411840008769049
0,3,female,8,3,1,0.5931928617109172
0,3,female,29,0,4,0.7156552502985035
0,3,male,1,4,1,0.08442358994532266
0,3,male,7,4,1,0.0680081357470227
0,3,male,2,4,1,0.0814576127076578
0,3,male,16,4,1,0.048860965618224075
0,3,male,14,4,1,0.052615971070872146
0,3,female,41,0,5,0.6412971174032661
0,3,male,21,0,0,0.13945779700850883
0,3,male,19,0,0,0.14908393298086595
0,3,male,32,0,0,0.09563151844021145
0,3,male,0.75,1,1,0.2203773600067652
0,3,female,3,1,1,0.7708235737338437
0,3,female,26,0,2,0.6755352256999896
0,3,male,21,0,0,0.14149017695727376
0,3,male,25,0,0,0.12299839640716685
0,3,male,22,0,0,0.13666026564709363
1,3,male,25,1,0,0.08651876272300318
0,3,male,24,0,0,0.12417969055369506
0,3,female,28,0,0,0.6141260464809929
0,3,male,19,0,0,0.14739551874958884
0,3,male,25,1,0,0.08651876272300318
0,3,female,18,0,0,0.7033644961520943
1,3,male,32,0,0,0.0931662462749575
0,3,male,17,0,0,0.15786074310697643
0,3,male,24,0,0,0.12402459021065187
0,3,male,38,0,0,0.074736479660618
0,3,male,21,0,0,0.14007055246104477
0,3,male,10,4,1,0.06212118654718832
0,3,male,4,4,1,0.07734930702066838
0,3,male,7,4,1,0.06934940292498272
0,3,male,2,4,1,0.08314365443806296
0,3,male,8,4,1,0.06685743581244089
0,3,female,39,0,5,0.6275998366125892
0,3,female,22,0,0,0.6692485946581872
0,3,male,35,0,0,0.08592236247635787
0,3,male,50,1,0,0.03504441184601158
0,3,female,47,1,0,0.3494048636351718
0,3,female,2,1,1,0.7746769335931829
0,3,male,18,1,1,0.12219736187797803
0,3,female,41,0,2,0.5330390816162295
0,3,male,50,0,0,0.049014572738806585
0,3,male,16,0,0,0.16457479515369192
0,3,male,25,0,0,0.12137270786460264
0,3,male,38.5,0,0,0.07502999309290616
0,3,male,14.5,8,2,0.014191189053455353
0,3,male,24,0,0,0.12405969188877003
1,3,female,21,0,0,0.6680576695825586
0,3,male,39,0,0,0.0732359667869422
1,3,female,1,1,1,0.768634282717533
1,3,female,24,0,2,0.6732863132729935
1,3,female,4,1,1,0.7472351250843956
1,3,male,25,0,0,0.11646040385118844
0,3,male,20,0,0,0.1385254118290888
0,3,male,24.5,0,0,0.11852157928704855
1,3,male,29,0,0,0.10106751463502409
0,3,male,22,0,0,0.13410018390579806
0,3,male,40,0,0,0.07010163624338622
0,3,male,21,0,0,0.13881287728850542
1,3,female,18,0,0,0.6995802077427108
0,3,male,4,3,2,0.12426220343655398
0,3,male,10,3,2,0.10041199462086056
0,3,female,9,3,2,0.5981674567357846
0,3,female,2,3,2,0.6632507932533608
0,3,male,40,1,4,0.07182664095210468
0,3,female,45,1,4,0.44977555226113647
0,3,male,19,0,0,0.14829992533051178
0,3,male,30,0,0,0.10187371128059063
0,3,male,32,0,0,0.09354097261886146
0,3,male,33,0,0,0.09022304229871422
1,3,female,23,0,0,0.6578364718532859
0,3,male,21,0,0,0.1377987302446039
0,3,male,60.5,0,0,0.032153759901339105
0,3,male,19,0,0,0.1475235298709669
0,3,female,22,0,0,0.6667308318000887
1,3,male,31,0,0,0.09696791402070018
0,3,male,27,0,0,0.11181795273142112
0,3,female,2,0,1,0.8287533013354711
0,3,female,29,1,1,0.5334212637096637
1,3,male,16,0,0,0.1554352502460134
1,3,male,44,0,0,0.056053266733766004
0,3,male,25,0,0,0.11342899514919612
0,3,male,74,0,0,0.017365688870426835
1,3,male,14,0,0,0.16633969854131658
0,3,male,24,0,0,0.11755552873984905
1,3,male,25,0,0,0.11342899514919612
0,3,male,34,0,0,0.08167704150892152
1,3,male,0.42,0,1,0.27151511957781166
1,3,female,16,1,1,0.6513689195882484
0,3,male,32,0,0,0.09324489161979972
0,3,male,30.5,0,0,0.09638029634635181
0,3,male,44,0,0,0.05941371761054263
1,3,male,25,0,0,0.11663617267060221
1,3,male,7,1,1,0.16680650185218152
1,3,female,9,1,1,0.707550212872704
1,3,female,29,0,2,0.6275929423547304
0,3,male,36,0,0,0.07932630347089166
1,3,female,18,0,0,0.7011644737859095
1,3,female,63,0,0,0.2718339334186321
0,3,male,11.5,1,1,0.15433525381481616
0,3,male,40.5,0,2,0.08083603538400695
0,3,female,10,0,2,0.7969682912155518
0,3,male,36,1,1,0.06286802353745555
0,3,female,30,1,1,0.5239609511862248
0,3,male,33,0,0,0.09009365175272656
0,3,male,28,0,0,0.1090045555304792
0,3,male,28,0,0,0.1090045555304792
0,3,male,47,0,0,0.054482464210885505
0,3,female,18,2,0,0.5499794307187655
0,3,male,31,3,0,0.03751174907498547
0,3,male,16,2,0,0.09039755903360228
0,3,female,31,1,0,0.5067801593443405
1,3,male,22,0,0,0.1343316050137831
0,3,male,20,0,0,0.1438176169589127
0,3,female,14,0,0,0.739322968899121
0,3,male,22,0,0,0.13447194152852163
0,3,male,22,0,0,0.13447194152852163
0,3,male,32.5,0,0,0.09291642330177616
1,3,female,38,0,0,0.5110199951817631
0,3,male,51,0,0,0.04686633598358729
0,3,male,18,1,0,0.11365846458813575
0,3,male,21,1,0,0.10220890500556261
1,3,female,47,1,0,0.33563434884661975
0,3,male,28.5,0,0,0.10680055528652135
0,3,male,21,0,0,0.13905517245665394
0,3,male,27,0,0,0.11267444045639202
0,3,male,36,0,0,0.08132089408438604
0,3,male,27,1,0,0.08268287983171593
1,3,female,15,1,0,0.6508929591890286
0,3,male,45.5,0,0,0.05813546058784519
0,3,female,14.5,1,0,0.655365704036435
0,3,male,26.5,0,0,0.11559178600084216
0,3,male,27,0,0,0.11358872557353433
0,3,male,29,0,0,0.10587669294908539
